Date,Open,High,Low,Close,Adj Close,Volume
2022-05-04,282.589996,290.880005,276.730011,289.980011,284.825226,33599300
2022-05-05,285.540009,286.350006,274.339996,277.350006,272.419739,43260400
2022-05-06,274.809998,279.25,271.269989,274.730011,269.846283,37780300
2022-05-09,270.059998,272.359985,263.320007,264.579987,259.876709,47726000
2022-05-10,271.690002,273.75,265.070007,269.5,264.709259,39336400
2022-05-11,265.679993,271.359985,259.299988,260.549988,255.91835,48975900
2022-05-12,257.690002,259.880005,250.020004,255.350006,250.810791,51033800
2022-05-13,257.350006,263.040009,255.350006,261.119995,256.47821,34925100
2022-05-16,259.959991,265.820007,255.779999,261.5,256.851471,32550900
2022-05-17,266.109985,268.329987,262.459991,266.820007,262.076935,28828800
2022-05-18,263.0,263.600006,252.770004,254.080002,250.144623,31356000
2022-05-19,253.899994,257.670013,251.880005,253.139999,249.219193,32692300
2022-05-20,257.23999,258.540009,246.440002,252.559998,248.648163,39199300
2022-05-23,255.490005,261.5,253.429993,260.649994,256.612854,33175400
2022-05-24,257.890015,261.329987,253.5,259.619995,255.598801,29043900
2022-05-25,258.140015,264.579987,257.130005,262.519989,258.453918,28547900
2022-05-26,262.269989,267.109985,261.429993,265.899994,261.781525,25002100
2022-05-27,268.480011,273.339996,267.559998,273.23999,269.007843,26910800
2022-05-31,272.529999,274.769989,268.929993,271.869995,267.659088,37827700
2022-06-01,275.200012,277.690002,270.040009,272.420013,268.200562,25292200
2022-06-02,264.450012,274.649994,261.600006,274.579987,270.327057,44008200
2022-06-03,270.309998,273.450012,268.410004,270.019989,265.837769,28059000
2022-06-06,272.059998,274.179993,267.220001,268.75,264.587402,22400300
2022-06-07,266.640015,273.130005,265.940002,272.5,268.279327,22860700
2022-06-08,271.709991,273.0,269.609985,270.410004,266.22171,17372300
2022-06-09,267.779999,272.709991,264.630005,264.790009,260.688751,26439700
2022-06-10,260.579987,260.579987,252.529999,252.990005,249.071487,31422800
2022-06-13,245.110001,249.020004,241.529999,242.259995,238.50769,46135800
2022-06-14,243.860001,245.740005,241.509995,244.490005,240.703171,28651500
2022-06-15,248.309998,255.300003,246.419998,251.759995,247.860565,33111700
2022-06-16,245.979996,247.419998,243.020004,244.970001,241.17572,33169200
2022-06-17,244.699997,250.5,244.029999,247.649994,243.814209,43084800
2022-06-21,250.259995,254.75,249.509995,253.740005,249.809891,29928300
2022-06-22,251.889999,257.170013,250.369995,253.130005,249.209351,25939900
2022-06-23,255.570007,259.369995,253.630005,258.859985,254.850601,25861400
2022-06-24,261.809998,267.980011,261.720001,267.700012,263.553711,33923200
2022-06-27,268.209991,268.299988,263.279999,264.890015,260.787231,24615100
2022-06-28,263.980011,266.910004,256.320007,256.480011,252.507446,27295500
2022-06-29,257.589996,261.970001,255.759995,260.26001,256.228943,20069800
2022-06-30,257.049988,259.529999,252.899994,256.829987,252.852036,31730900
2022-07-01,256.390015,259.769989,254.610001,259.579987,255.559433,22837700
2022-07-05,256.160004,262.980011,254.740005,262.850006,258.778778,22941000
2022-07-06,263.75,267.98999,262.399994,266.209991,262.086731,23824400
2022-07-07,265.119995,269.059998,265.019989,268.399994,264.242798,20859900
2022-07-08,264.790009,268.100006,263.290009,267.660004,263.514252,19658800
2022-07-11,265.649994,266.529999,262.179993,264.51001,260.413086,19455200
2022-07-12,265.880005,265.940002,252.039993,253.669998,249.740982,35868500
2022-07-13,250.190002,253.550003,248.110001,252.720001,248.805695,29497400
2022-07-14,250.570007,255.139999,245.940002,254.080002,250.144623,25102800
2022-07-15,255.720001,260.369995,254.770004,256.720001,252.743729,29774100
2022-07-18,259.75,260.839996,253.300003,254.25,250.312012,20975000
2022-07-19,257.579987,259.720001,253.679993,259.529999,255.510208,25012600
2022-07-20,259.899994,264.869995,258.910004,262.269989,258.207794,22788300
2022-07-21,259.790009,264.890015,257.029999,264.839996,260.737976,22404700
2022-07-22,265.23999,265.329987,259.070007,260.359985,256.327332,21881300
2022-07-25,261.0,261.5,256.809998,258.829987,254.82103,21056000
2022-07-26,259.859985,259.880005,249.570007,251.899994,247.998383,39348000
2022-07-27,261.160004,270.049988,258.850006,268.73999,264.577576,45994000
2022-07-28,269.75,277.839996,267.869995,276.410004,272.128754,33459300
2022-07-29,277.700012,282.0,276.630005,280.73999,276.391724,32152800
2022-08-01,277.820007,281.279999,275.839996,278.01001,273.70401,21539600
2022-08-02,276.0,277.890015,272.380005,274.820007,270.563385,22754200
2022-08-03,276.76001,283.5,276.609985,282.470001,278.09491,23518900
2022-08-04,281.799988,283.799988,280.170013,283.649994,279.256622,18098700
2022-08-05,279.149994,283.649994,278.679993,282.910004,278.528046,16774600
2022-08-08,284.049988,285.920013,279.320007,280.320007,275.97821,18739200
2022-08-09,279.640015,283.079987,277.609985,282.299988,277.927521,23405200
2022-08-10,288.170013,289.809998,286.940002,289.160004,284.681274,24687800
2022-08-11,290.850006,291.209991,286.51001,287.019989,282.574402,20065900
2022-08-12,288.480011,291.910004,286.940002,291.910004,287.388672,22619700
2022-08-15,291.0,294.179993,290.109985,293.470001,288.924561,18085700
2022-08-16,291.98999,294.040009,290.420013,292.709991,288.17627,18102900
2022-08-17,289.73999,293.350006,289.470001,291.320007,287.416626,18253400
2022-08-18,290.190002,291.910004,289.079987,290.170013,286.282013,17186200
2022-08-19,288.899994,289.25,285.559998,286.149994,282.315887,20570000
2022-08-22,282.079987,282.459991,277.220001,277.75,274.028442,25061100
2022-08-23,276.440002,278.859985,275.399994,276.440002,272.735992,17527400
2022-08-24,275.410004,277.230011,275.109985,275.790009,272.094727,18137000
2022-08-25,277.329987,279.019989,274.519989,278.850006,275.113708,16583400
2022-08-26,279.079987,280.339996,267.980011,268.089996,264.497894,27549300
